ACCESSION: JP012036
RECORD_TITLE: 1,1-DIMETHYL-2,2-DIPROPYLDISILANE (1,2-D2); EI-MS
DATE: 2008.10.21
AUTHORS: YAMAMOTO M, DEP. CHEMISTRY, FAC. SCIENCE, NARA WOMEN'S UNIV.
COPYRIGHT: Copyright(C) 2008 K. Funatsu, University of Tokyo
<hr size="1" color="silver" width="98%" align="left">CH$NAME: 1,1-DIMETHYL-2,2-DIPROPYLDISILANE (1,2-D2)
CH$COMPOUND_CLASS: N/A
CH$FORMULA: C8H22Si2
CH$EXACT_MASS: 174.126
CH$SMILES: N/A
CH$IUPAC: N/A
<hr size="1" color="silver" width="98%" align="left">AC$INSTRUMENT: HITACHI RMU-6M
AC$INSTRUMENT_TYPE: EI-MS
AC$ANALYTICAL_CONDITION: MS_TYPE EI-MS
AC$ANALYTICAL_CONDITION: MODE POSITIVE
AC$ANALYTICAL_CONDITION: IONIZATION_ENERGY 70 eV
<hr size="1" color="silver" width="98%" align="left">MS$FOCUSED_ION: ION_TYPE [M]+*
<hr size="1" color="silver" width="98%" align="left">PK$NUM_PEAK: 43
PK$PEAK: m/z int. rel.int.
  43 18.7 187
  44 13.1 131
  45 22.4 224
  46 17.6 176
  47 6.5 65
  58 15 150
  59 20.6 206
  60 27.1 271
  70 8.4 84
  71 16.8 168
  72 19.6 196
  73 28 280
  74 28 280
  75 9.3 93
  85 11.2 112
  86 47.7 477
  87 20.6 206
  88 22.4 224
  89 12.1 121
  90 15.9 159
  91 19.6 196
  99 6.5 65
  101 7.5 75
  103 7.5 75
  104 8.4 84
  105 8.4 84
  114 75.7 757
  115 31.8 318
  116 27.1 271
  117 10.3 103
  118 9.3 93
  119 10.3 103
  129 8.4 84
  131 7.5 75
  132 7.5 75
  133 8.4 84
  134 8.4 84
  149 6.5 65
  159 6.5 65
  161 9.3 93
  176 99.99 999
  177 23.4 234
  178 12.1 121
//
