ACCESSION: JP003101
RECORD_TITLE: OXYPHENBUTAZONE 4-HYDROXYPHENYLBUTAZONE; EI-MS
DATE: 2008.10.21
AUTHORS: SASAKI S, TOYOHASHI UNIV. OF TECH.
COPYRIGHT: Copyright(C) 2008 K. Funatsu, University of Tokyo
<hr size="1" color="silver" width="98%" align="left">CH$NAME: OXYPHENBUTAZONE 4-HYDROXYPHENYLBUTAZONE
CH$COMPOUND_CLASS: N/A
CH$FORMULA: C19H20N2O3
CH$EXACT_MASS: 324.14739
CH$SMILES: N/A
CH$IUPAC: N/A
<hr size="1" color="silver" width="98%" align="left">AC$INSTRUMENT: Unknown
AC$INSTRUMENT_TYPE: EI-MS
AC$ANALYTICAL_CONDITION: MS_TYPE EI-MS
AC$ANALYTICAL_CONDITION: MODE POSITIVE
<hr size="1" color="silver" width="98%" align="left">MS$FOCUSED_ION: ION_TYPE [M]+*
<hr size="1" color="silver" width="98%" align="left">PK$NUM_PEAK: 34
PK$PEAK: m/z int. rel.int.
  32 11.1 111
  39 13.7 137
  41 16.9 169
  43 0.43 4
  51 5.7 57
  52 5.1 51
  53 1.1 11
  55 2.44 24
  64 11.1 111
  65 17 170
  66 2.1 21
  77 3.11 31
  79 0.1 1
  80 0.9 9
  91 15.1 151
  92 0.49 5
  93 99.99 999
  94 9.8 98
  108 6.7 67
  109 7.88 79
  119 27.7 277
  120 9.1 91
  121 6.8 68
  135 1.53 15
  148 18.4 184
  149 10.9 109
  162 25 250
  163 0.03 0
  164 1.3 13
  199 34.3 343
  200 4.1 41
  206 1.41 14
  324 21.3 213
  326 8.2 82
//
