ACCESSION: JP002867
RECORD_TITLE: 2,4-DIFORMYL-6-ETHOXY PHENOL; EI-MS
DATE: 2008.10.21
AUTHORS: MASS SPECTROSCOPY SOC. OF JAPAN (MSSJ)
COPYRIGHT: Copyright(C) 2008 K. Funatsu, University of Tokyo
<hr size="1" color="silver" width="98%" align="left">CH$NAME: 2,4-DIFORMYL-6-ETHOXY PHENOL
CH$COMPOUND_CLASS: N/A
CH$FORMULA: C10H10O4
CH$EXACT_MASS: 194.05791
CH$SMILES: N/A
CH$IUPAC: N/A
<hr size="1" color="silver" width="98%" align="left">AC$INSTRUMENT: Unknown
AC$INSTRUMENT_TYPE: EI-MS
AC$ANALYTICAL_CONDITION: MS_TYPE EI-MS
AC$ANALYTICAL_CONDITION: MODE POSITIVE
<hr size="1" color="silver" width="98%" align="left">MS$FOCUSED_ION: ION_TYPE [M]+*
<hr size="1" color="silver" width="98%" align="left">PK$NUM_PEAK: 34
PK$PEAK: m/z int. rel.int.
  26 2.15 22
  27 20.2 202
  28 2.39 24
  29 30.08 301
  38 2.27 23
  39 6.92 69
  50 5.01 50
  51 8.84 88
  52 5.94 59
  53 15.73 157
  55 5.24 52
  62 2.88 29
  63 7.99 80
  64 2.74 27
  65 3.83 38
  79 4 40
  81 13.39 134
  91 2.85 29
  109 4.31 43
  119 3.12 31
  120 7.75 78
  137 12.36 124
  138 3.18 32
  142 2.44 24
  148 7.71 77
  149 2.21 22
  150 3.92 39
  164 7.26 73
  165 99.99 999
  166 75.98 760
  167 5.5 55
  179 2.12 21
  194 62.88 629
  195 7.07 71
//
