ACCESSION: JP003683
RECORD_TITLE: 2-HYDROXYMETHYL-2-METHYLPROPANE-1,3DIOL DIMETHYL ETHER MONOACETATE; EI-MS
DATE: 2008.10.21
AUTHORS: SASAKI S, TOYOHASHI UNIV. OF TECH.
COPYRIGHT: Copyright(C) 2008 K. Funatsu, University of Tokyo
<hr size="1" color="silver" width="98%" align="left">CH$NAME: 2-HYDROXYMETHYL-2-METHYLPROPANE-1,3DIOL DIMETHYL ETHER MONOACETATE
CH$COMPOUND_CLASS: N/A
CH$FORMULA: C9H18O4
CH$EXACT_MASS: 190.12051
CH$SMILES: N/A
CH$IUPAC: N/A
<hr size="1" color="silver" width="98%" align="left">AC$INSTRUMENT: Unknown
AC$INSTRUMENT_TYPE: EI-MS
AC$ANALYTICAL_CONDITION: MS_TYPE EI-MS
AC$ANALYTICAL_CONDITION: MODE POSITIVE
<hr size="1" color="silver" width="98%" align="left">MS$FOCUSED_ION: ION_TYPE [M]+*
<hr size="1" color="silver" width="98%" align="left">PK$NUM_PEAK: 44
PK$PEAK: m/z int. rel.int.
  39 5.9 59
  41 14 140
  42 3.8 38
  43 99.99 999
  45 93.3 933
  46 2 20
  47 0.9 9
  53 0.27 3
  54 4.8 48
  55 25.2 252
  56 4.8 48
  57 0.43 4
  58 4.3 43
  59 3.2 32
  61 1.8 18
  67 0.41 4
  68 1.4 14
  69 4.7 47
  70 2.1 21
  71 4.54 45
  72 46.3 463
  73 4.3 43
  75 93.1 931
  76 0.28 3
  77 0.7 7
  83 12.1 121
  84 8.6 86
  85 9.01 90
  86 22.8 228
  87 2.8 28
  98 40.7 407
  99 0.07 1
  100 0.8 8
  101 3 30
  102 0.8 8
  103 1.14 11
  104 0.5 5
  105 0.9 9
  113 0.8 8
  114 0.41 4
  115 1.8 18
  116 1.1 11
  117 0.6 6
  130 0.6 6
//
