ACCESSION: JP003885
RECORD_TITLE: BENZOPHENONE OXIME; EI-MS
DATE: 2008.10.21
AUTHORS: MASS SPECTROSCOPY SOC. OF JAPAN (MSSJ)
COPYRIGHT: Copyright(C) 2008 K. Funatsu, University of Tokyo
<hr size="1" color="silver" width="98%" align="left">CH$NAME: BENZOPHENONE OXIME
CH$COMPOUND_CLASS: N/A
CH$FORMULA: C13H11NO
CH$EXACT_MASS: 197.08406
CH$SMILES: N/A
CH$IUPAC: N/A
<hr size="1" color="silver" width="98%" align="left">AC$INSTRUMENT: Unknown
AC$INSTRUMENT_TYPE: EI-MS
AC$ANALYTICAL_CONDITION: MS_TYPE EI-MS
AC$ANALYTICAL_CONDITION: MODE POSITIVE
<hr size="1" color="silver" width="98%" align="left">MS$FOCUSED_ION: ION_TYPE [M]+*
<hr size="1" color="silver" width="98%" align="left">PK$NUM_PEAK: 36
PK$PEAK: m/z int. rel.int.
  17 2.1 21
  18 12.4 124
  27 2.4 24
  28 0.76 8
  39 3.5 35
  50 7.4 74
  51 25.6 256
  52 0.5 5
  65 3.5 35
  74 2.9 29
  75 4.4 44
  76 0.97 10
  77 54.4 544
  78 16.2 162
  94 6.2 62
  103 0.59 6
  104 35 350
  105 7.6 76
  119 4.4 44
  151 0.18 2
  152 6.8 68
  153 2.4 24
  163 2.4 24
  164 0.24 2
  165 13.8 138
  166 4.1 41
  167 4.5 45
  168 0.65 7
  169 2.4 24
  179 5.3 53
  180 99.99 999
  181 3.32 33
  182 7.4 74
  196 7.6 76
  197 33.8 338
  198 6.5 65
//
